Orthogroup	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Choanozoa_Choanoflagellatea_Monosiga_brevicollis
OG0000001	Schmidtea_mediterranea_maker-scaffold17156-snap-gene-0.55-mRNA-1 maker-scaffold17156-snap-gene-0.55-mRNA-1 protein AED_0.16 eAED_0.17 QI_0|0.66|0.63|0.84|0.72|0.78|19|0|1331, Schmidtea_mediterranea_maker-scaffold1132-snap-gene-0.12-mRNA-1 maker-scaffold1132-snap-gene-0.12-mRNA-1 protein AED_0.11 eAED_0.11 QI_141|0.76|0.72|1|0.70|0.94|18|101|1427	Monosiga_brevicollisXP_001744552.1 XP_001744552.1 uncharacterized protein MONBRDRAFT_36570 [Monosiga brevicollis MX1]
OG0000001	Schmidtea_mediterranea_maker-scaffold4714-augustus-gene-0.16-mRNA-1 maker-scaffold4714-augustus-gene-0.16-mRNA-1 protein AED_0.10 eAED_0.30 QI_0|0.42|0.37|0.87|0.57|0.75|8|0|675, Schmidtea_mediterranea_maker-scaffold10153-augustus-gene-0.51-mRNA-1 maker-scaffold10153-augustus-gene-0.51-mRNA-1 protein AED_0.09 eAED_0.09 QI_141|0.86|0.95|1|0.65|0.70|24|255|1751	Monosiga_brevicollisXP_001747261.1 XP_001747261.1 uncharacterized protein MONBRDRAFT_26825 [Monosiga brevicollis MX1]
OG0000003	Schmidtea_mediterranea_maker-scaffold22079-snap-gene-0.19-mRNA-1 maker-scaffold22079-snap-gene-0.19-mRNA-1 protein AED_0.20 eAED_0.20 QI_59|0.78|0.8|0.93|0.14|0.2|15|1145|184, Schmidtea_mediterranea_maker-scaffold8335-snap-gene-0.57-mRNA-1 maker-scaffold8335-snap-gene-0.57-mRNA-1 protein AED_0.07 eAED_0.07 QI_494|0.92|0.92|1|0.53|0.57|14|102|483, Schmidtea_mediterranea_snap_masked-scaffold8335-processed-gene-0.36-mRNA-1 snap_masked-scaffold8335-processed-gene-0.36-mRNA-1 protein AED_0.25 eAED_0.25 QI_180|0.92|0.85|0.92|0.53|0.78|14|0|512, Schmidtea_mediterranea_maker-scaffold8443-snap-gene-2.42-mRNA-1 maker-scaffold8443-snap-gene-2.42-mRNA-1 protein AED_0.07 eAED_0.07 QI_0|0.9|0.90|0.97|0.72|0.87|41|63|1657, Schmidtea_mediterranea_maker-scaffold29222-snap-gene-0.14-mRNA-1 maker-scaffold29222-snap-gene-0.14-mRNA-1 protein AED_0.81 eAED_0.81 QI_0|0|0|0.09|0.8|0.81|11|0|342, Schmidtea_mediterranea_maker-scaffold9334-augustus-gene-0.7-mRNA-1 maker-scaffold9334-augustus-gene-0.7-mRNA-1 protein AED_0.01 eAED_0.00 QI_23|1|0.92|1|0.66|0.76|13|47|550, Schmidtea_mediterranea_augustus_masked-scaffold25022-processed-gene-0.0-mRNA-1 augustus_masked-scaffold25022-processed-gene-0.0-mRNA-1 protein AED_0.49 eAED_0.49 QI_44|1|0.66|1|1|1|3|0|112, Schmidtea_mediterranea_snap_masked-scaffold25022-processed-gene-0.5-mRNA-1 snap_masked-scaffold25022-processed-gene-0.5-mRNA-1 protein AED_0.79 eAED_0.79 QI_0|0.14|0.12|0.25|1|1|8|0|217, Schmidtea_mediterranea_snap_masked-scaffold25022-processed-gene-0.12-mRNA-1 snap_masked-scaffold25022-processed-gene-0.12-mRNA-1 protein AED_0.20 eAED_0.20 QI_37|1|0.95|1|0.40|0.56|23|0|853, Schmidtea_mediterranea_maker-scaffold37438-snap-gene-0.19-mRNA-1 maker-scaffold37438-snap-gene-0.19-mRNA-1 protein AED_0.14 eAED_0.14 QI_44|0.82|0.79|0.96|0.57|0.55|29|0|1049, Schmidtea_mediterranea_maker-scaffold30903-augustus-gene-0.24-mRNA-1 maker-scaffold30903-augustus-gene-0.24-mRNA-1 protein AED_0.03 eAED_0.03 QI_0|0.66|0.25|0.75|0.66|0.5|4|0|126, Schmidtea_mediterranea_snap_masked-scaffold37438-processed-gene-0.15-mRNA-1 snap_masked-scaffold37438-processed-gene-0.15-mRNA-1 protein AED_0.72 eAED_0.72 QI_0|0.25|0.11|0.33|1|1|9|0|254, Schmidtea_mediterranea_maker-scaffold30903-augustus-gene-0.23-mRNA-1 maker-scaffold30903-augustus-gene-0.23-mRNA-1 protein AED_0.02 eAED_0.02 QI_0|1|0.33|1|1|0.66|3|0|124, Schmidtea_mediterranea_maker-scaffold30903-snap-gene-0.31-mRNA-1 maker-scaffold30903-snap-gene-0.31-mRNA-1 protein AED_0.05 eAED_0.05 QI_0|0.7|0.45|0.81|0.9|0.81|11|689|152, Schmidtea_mediterranea_snap_masked-scaffold37438-processed-gene-0.14-mRNA-1 snap_masked-scaffold37438-processed-gene-0.14-mRNA-1 protein AED_0.75 eAED_0.87 QI_0|0|0.16|0.5|1|1|6|0|195, Schmidtea_mediterranea_maker-scaffold30903-snap-gene-0.29-mRNA-1 maker-scaffold30903-snap-gene-0.29-mRNA-1 protein AED_0.01 eAED_0.01 QI_41|0.66|0.5|0.75|0.66|0.75|4|0|109, Schmidtea_mediterranea_maker-scaffold1029-augustus-gene-0.4-mRNA-1 maker-scaffold1029-augustus-gene-0.4-mRNA-1 protein AED_0.15 eAED_0.15 QI_0|0.75|0.6|1|1|1|5|32|152, Schmidtea_mediterranea_maker-scaffold11604-augustus-gene-0.49-mRNA-1 maker-scaffold11604-augustus-gene-0.49-mRNA-1 protein AED_0.23 eAED_0.23 QI_421|1|0.66|1|1|1|3|0|99	Monosiga_brevicollisXP_001742622.1 XP_001742622.1 uncharacterized protein MONBRDRAFT_35486 [Monosiga brevicollis MX1]
OG0000003	Schmidtea_mediterranea_augustus_masked-scaffold1092-processed-gene-0.0-mRNA-1 augustus_masked-scaffold1092-processed-gene-0.0-mRNA-1 protein AED_0.18 eAED_0.18 QI_0|0|0|0.33|1|1|3|0|189	Monosiga_brevicollisXP_001747347.1 XP_001747347.1 uncharacterized protein MONBRDRAFT_26977 [Monosiga brevicollis MX1]
OG0000006	Schmidtea_mediterranea_maker-scaffold14099-augustus-gene-0.5-mRNA-1 maker-scaffold14099-augustus-gene-0.5-mRNA-1 protein AED_0.59 eAED_0.59 QI_170|0.33|0.5|0.5|0.66|0.75|4|0|159	Monosiga_brevicollisXP_001747362.1 XP_001747362.1 uncharacterized protein MONBRDRAFT_37813 [Monosiga brevicollis MX1]
OG0000007	Schmidtea_mediterranea_maker-scaffold2473-augustus-gene-0.59-mRNA-1 maker-scaffold2473-augustus-gene-0.59-mRNA-1 protein AED_0.33 eAED_0.33 QI_0|0.66|0.7|0.8|0.66|0.8|10|414|409	Monosiga_brevicollisXP_001747466.1 XP_001747466.1 uncharacterized protein MONBRDRAFT_27014 [Monosiga brevicollis MX1]
OG0000007	Schmidtea_mediterranea_maker-scaffold12212-augustus-gene-0.34-mRNA-1 maker-scaffold12212-augustus-gene-0.34-mRNA-1 protein AED_0.44 eAED_0.46 QI_0|0|0|0.37|0.73|0.81|16|0|876	Monosiga_brevicollisXP_001750283.1 XP_001750283.1 uncharacterized protein MONBRDRAFT_34480 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001744192.1 XP_001744192.1 uncharacterized protein MONBRDRAFT_24014 [Monosiga brevicollis MX1]
OG0000011	Schmidtea_mediterranea_maker-scaffold392-augustus-gene-1.29-mRNA-1 maker-scaffold392-augustus-gene-1.29-mRNA-1 protein AED_0.01 eAED_0.01 QI_0|0.66|0.5|0.75|0.66|0.75|4|1444|178	Monosiga_brevicollisXP_001742257.1 XP_001742257.1 uncharacterized protein MONBRDRAFT_22219 [Monosiga brevicollis MX1]
OG0000012	Schmidtea_mediterranea_maker-scaffold17393-augustus-gene-0.24-mRNA-1 maker-scaffold17393-augustus-gene-0.24-mRNA-1 protein AED_0.05 eAED_0.05 QI_240|0.66|0.5|1|1|1|4|0|943, Schmidtea_mediterranea_maker-scaffold17393-augustus-gene-0.25-mRNA-1 maker-scaffold17393-augustus-gene-0.25-mRNA-1 protein AED_0.00 eAED_0.00 QI_434|1|1|1|0.5|0.66|3|24|211	Monosiga_brevicollisXP_001748060.1 XP_001748060.1 uncharacterized protein MONBRDRAFT_27644 [Monosiga brevicollis MX1]
