Orthogroup	Insecta_Diptera_Drosophila_melanogaster	Choanozoa_Choanoflagellatea_Monosiga_brevicollis
OG0000000	Drosophila_melanogaster_tr_Q9VF34_Q9VF34_DROME tr|Q9VF34|Q9VF34_DROME Fibrinogen C-terminal domain-containing protein OS=Drosophila melanogaster OX=7227 GN=FBpp0082632 PE=4 SV=2	Monosiga_brevicollisXP_001746832.1 XP_001746832.1 uncharacterized protein MONBRDRAFT_37540 [Monosiga brevicollis MX1]
OG0000001	Drosophila_melanogaster_sp_Q24567_NETA_DROME sp|Q24567|NETA_DROME Netrin-A OS=Drosophila melanogaster OX=7227 GN=NetA PE=2 SV=2, Drosophila_melanogaster_tr_X2JEZ9_X2JEZ9_DROME tr|X2JEZ9|X2JEZ9_DROME Netrin-A_ isoform C OS=Drosophila melanogaster OX=7227 GN=NetA PE=4 SV=1, Drosophila_melanogaster_tr_M9NF48_M9NF48_DROME tr|M9NF48|M9NF48_DROME Netrin-A_ isoform B OS=Drosophila melanogaster OX=7227 GN=NetA PE=4 SV=1, Drosophila_melanogaster_tr_X2JAW6_X2JAW6_DROME tr|X2JAW6|X2JAW6_DROME Laminin B2_ isoform B OS=Drosophila melanogaster OX=7227 GN=LanB2 PE=4 SV=1, Drosophila_melanogaster_sp_P15215_LAMC1_DROME sp|P15215|LAMC1_DROME Laminin subunit gamma-1 OS=Drosophila melanogaster OX=7227 GN=LanB2 PE=2 SV=2, Drosophila_melanogaster_tr_Q9XZC9_Q9XZC9_DROME tr|Q9XZC9|Q9XZC9_DROME Laminin alpha1_2 OS=Drosophila melanogaster OX=7227 GN=wb PE=2 SV=1, Drosophila_melanogaster_tr_Q8IP51_Q8IP51_DROME tr|Q8IP51|Q8IP51_DROME Wing blister_ isoform B OS=Drosophila melanogaster OX=7227 GN=wb PE=4 SV=1, Drosophila_melanogaster_tr_R9PY40_R9PY40_DROME tr|R9PY40|R9PY40_DROME Wing blister_ isoform G OS=Drosophila melanogaster OX=7227 GN=wb PE=4 SV=1	Monosiga_brevicollisXP_001747261.1 XP_001747261.1 uncharacterized protein MONBRDRAFT_26825 [Monosiga brevicollis MX1]
OG0000003	Drosophila_melanogaster_tr_A1Z8L7_A1Z8L7_DROME tr|A1Z8L7|A1Z8L7_DROME Uncharacterized protein_ isoform C OS=Drosophila melanogaster OX=7227 GN=CK02422a PE=4 SV=2, Drosophila_melanogaster_tr_Q9VQX3_Q9VQX3_DROME tr|Q9VQX3|Q9VQX3_DROME HL05328p OS=Drosophila melanogaster OX=7227 GN=lectin-24Db PE=2 SV=1, Drosophila_melanogaster_tr_Q9VM16_Q9VM16_DROME tr|Q9VM16|Q9VM16_DROME LP02603p OS=Drosophila melanogaster OX=7227 GN=Dmel\CG15818 PE=2 SV=1, Drosophila_melanogaster_tr_Q9VQ53_Q9VQ53_DROME tr|Q9VQ53|Q9VQ53_DROME Uncharacterized protein_ isoform D OS=Drosophila melanogaster OX=7227 GN=mdcds_4396 PE=4 SV=3, Drosophila_melanogaster_tr_Q9VQU4_Q9VQU4_DROME tr|Q9VQU4|Q9VQU4_DROME Lectin-24A OS=Drosophila melanogaster OX=7227 GN=lectin-24A PE=2 SV=1, Drosophila_melanogaster_tr_Q9VPS3_Q9VPS3_DROME tr|Q9VPS3|Q9VPS3_DROME C-type lectin domain-containing protein OS=Drosophila melanogaster OX=7227 GN=Dmel\CG2839 PE=4 SV=2, Drosophila_melanogaster_tr_Q9W0I2_Q9W0I2_DROME tr|Q9W0I2|Q9W0I2_DROME RE15268p OS=Drosophila melanogaster OX=7227 GN=tfc PE=2 SV=1, Drosophila_melanogaster_tr_Q8IRH8_Q8IRH8_DROME tr|Q8IRH8|Q8IRH8_DROME LP02252p OS=Drosophila melanogaster OX=7227 GN=tfc PE=2 SV=1, Drosophila_melanogaster_sp_Q59DY5_LEDL3_DROME sp|Q59DY5|LEDL3_DROME C-type lectin 37Db OS=Drosophila melanogaster OX=7227 GN=lectin-37Db PE=2 SV=1, Drosophila_melanogaster_tr_Q9VKL8_Q9VKL8_DROME tr|Q9VKL8|Q9VKL8_DROME Lectin-33A OS=Drosophila melanogaster OX=7227 GN=lectin-33A PE=4 SV=2, Drosophila_melanogaster_tr_Q2XYE0_Q2XYE0_DROME tr|Q2XYE0|Q2XYE0_DROME CG8343 _Fragment_ OS=Drosophila melanogaster OX=7227 GN=CG8343 PE=4 SV=1, Drosophila_melanogaster_tr_Q6NMY2_Q6NMY2_DROME tr|Q6NMY2|Q6NMY2_DROME RH54371p OS=Drosophila melanogaster OX=7227 GN=BEST_GH10831 PE=2 SV=1	Monosiga_brevicollisXP_001742622.1 XP_001742622.1 uncharacterized protein MONBRDRAFT_35486 [Monosiga brevicollis MX1]
OG0000003	Drosophila_melanogaster_tr_Q9W468_Q9W468_DROME tr|Q9W468|Q9W468_DROME GH28601p OS=Drosophila melanogaster OX=7227 GN=Dmel\CG15765 PE=2 SV=2	Monosiga_brevicollisXP_001748808.1 XP_001748808.1 uncharacterized protein MONBRDRAFT_33819 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001750767.1 XP_001750767.1 uncharacterized protein MONBRDRAFT_34706 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001748806.1 XP_001748806.1 uncharacterized protein MONBRDRAFT_33817 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001750659.1 XP_001750659.1 uncharacterized protein MONBRDRAFT_30149 [Monosiga brevicollis MX1]
OG0000012	Drosophila_melanogaster_tr_Q9VKA7_Q9VKA7_DROME tr|Q9VKA7|Q9VKA7_DROME VWFC domain-containing protein OS=Drosophila melanogaster OX=7227 GN=Dmel\CG17211 PE=4 SV=1	Monosiga_brevicollisXP_001748060.1 XP_001748060.1 uncharacterized protein MONBRDRAFT_27644 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001743927.1 XP_001743927.1 uncharacterized protein MONBRDRAFT_15048_ partial [Monosiga brevicollis MX1]
OG0000022	Drosophila_melanogaster_sp_Q9VXG4_ANX11_DROME sp|Q9VXG4|ANX11_DROME Annexin B11 OS=Drosophila melanogaster OX=7227 GN=AnxB11 PE=2 SV=2, Drosophila_melanogaster_tr_A0A0B4KH34_A0A0B4KH34_DROME tr|A0A0B4KH34|A0A0B4KH34_DROME Annexin OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=1, Drosophila_melanogaster_sp_P22464_ANXB9_DROME sp|P22464|ANXB9_DROME Annexin B9 OS=Drosophila melanogaster OX=7227 GN=AnxB9 PE=1 SV=2, Drosophila_melanogaster_sp_P22465_ANX10_DROME sp|P22465|ANX10_DROME Annexin B10 OS=Drosophila melanogaster OX=7227 GN=AnxB10 PE=2 SV=3	Monosiga_brevicollisXP_001750546.1 XP_001750546.1 uncharacterized protein MONBRDRAFT_12654 [Monosiga brevicollis MX1]
OG0000030	Drosophila_melanogaster_sp_Q9VAC5_ADA17_DROME sp|Q9VAC5|ADA17_DROME ADAM 17-like protease OS=Drosophila melanogaster OX=7227 GN=Tace PE=2 SV=2	Monosiga_brevicollisXP_001742741.1 XP_001742741.1 uncharacterized protein MONBRDRAFT_22277 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001742663.1 XP_001742663.1 uncharacterized protein MONBRDRAFT_22131 [Monosiga brevicollis MX1]
OG0000030	Drosophila_melanogaster_tr_Q9VAI2_Q9VAI2_DROME tr|Q9VAI2|Q9VAI2_DROME Kuzbanian-like_ isoform A OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_A0A0B4LHU2_A0A0B4LHU2_DROME tr|A0A0B4LHU2|A0A0B4LHU2_DROME Kuzbanian-like_ isoform C OS=Drosophila melanogaster OX=7227 GN=Kul PE=4 SV=1, Drosophila_melanogaster_tr_Q59DZ3_Q59DZ3_DROME tr|Q59DZ3|Q59DZ3_DROME FI21209p1 OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_A8DZ03_A8DZ03_DROME tr|A8DZ03|A8DZ03_DROME Kuzbanian_ isoform G OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_A8DZ02_A8DZ02_DROME tr|A8DZ02|A8DZ02_DROME Kuzbanian_ isoform F OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=2, Drosophila_melanogaster_tr_Q9VJW9_Q9VJW9_DROME tr|Q9VJW9|Q9VJW9_DROME Kuzbanian_ isoform A OS=Drosophila melanogaster OX=7227 GN=kuz PE=1 SV=1, Drosophila_melanogaster_tr_Q94902_Q94902_DROME tr|Q94902|Q94902_DROME Kuzbanian OS=Drosophila melanogaster OX=7227 GN=kuz PE=2 SV=1	Monosiga_brevicollisXP_001744603.1 XP_001744603.1 uncharacterized protein MONBRDRAFT_36614 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001750336.1 XP_001750336.1 uncharacterized protein MONBRDRAFT_29860 [Monosiga brevicollis MX1]
OG0000034	Drosophila_melanogaster_tr_Q9VLT6_Q9VLT6_DROME tr|Q9VLT6|Q9VLT6_DROME Multiple EGF like domains 8_ isoform B OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=4, Drosophila_melanogaster_tr_X2J9V1_X2J9V1_DROME tr|X2J9V1|X2J9V1_DROME Multiple EGF like domains 8_ isoform C OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=4 SV=1, Drosophila_melanogaster_tr_Q8T0D8_Q8T0D8_DROME tr|Q8T0D8|Q8T0D8_DROME LD09511p OS=Drosophila melanogaster OX=7227 GN=Megf8 PE=2 SV=1	Monosiga_brevicollisXP_001748540.1 XP_001748540.1 uncharacterized protein MONBRDRAFT_38323 [Monosiga brevicollis MX1], Monosiga_brevicollisXP_001745303.1 XP_001745303.1 uncharacterized protein MONBRDRAFT_24778 [Monosiga brevicollis MX1]
OG0000045	Drosophila_melanogaster_tr_M9MRU0_M9MRU0_DROME tr|M9MRU0|M9MRU0_DROME Wing blister_ isoform C OS=Drosophila melanogaster OX=7227 GN=wb PE=4 SV=1	Monosiga_brevicollisXP_001749847.1 XP_001749847.1 uncharacterized protein MONBRDRAFT_34306 [Monosiga brevicollis MX1]
