Orthogroup	Choanozoa_Choanoflagellatea_Monosiga_brevicollis	Choanozoa_Choanoflagellatea_Salpingoeca_rosetta	Chordata_Amphioxiformes_Branchiostoma_belcheri	Chordata_Amphioxiformes_Branchiostoma_floridae	Chordata_Amphioxiformes_Branchiostoma_lanceolatum	Chordata_Vertebrata_Bos_taurus	Chordata_Vertebrata_Coturnix_japonica	Chordata_Vertebrata_Danio_rerio	Chordata_Vertebrata_Homo_sapiens	Chordata_Vertebrata_Mus_musculus	Cnidaria_Anthozoa_Acropora_digitifera	Cnidaria_Anthozoa_Exaiptasia_diaphana	Cnidaria_Anthozoa_Nematostella_vectensis	Cnidaria_Anthozoa_Porites_asteroides	Cnidaria_Anthozoa_Stylophora_pistillata	Cnidaria_Anthozoa_Xenia_spec	Cnidaria_Cubozoa_Morbakka_virulenta	Cnidaria_Hydrozoa_Clytia_hemispherica	Cnidaria_Hydrozoa_Hydra_vulgaris	Cnidaria_Myxozoa_Thelohanellus_kitauei	Cnidaria_Scyphozoa_Aurelia_aurita	Cnidaria_Staurozoa_Calvadosia_cruxmelitensis	Ctenophora_Nuda_Beroe_ovata	Ctenophora_Tentaculata_Mnemiopsis_leidyi	Ctenophora_Tentaculata_Pleurobrachia_bachei	Insecta_Diptera_Drosophila_melanogaster	Nematoda_Chromadorea_Caenorhabditis_elegans	Placozoa_Trichoplacidae_Trichoplax_spec-H2	Placozoa_Trichoplacidae_Tricoplax_adhaerens	Platyhelminthes_Tricladida_Schmidtea_mediterranea	Porifera_Demospongiae_Amphimedon_queenslandica	Porifera_Demospongiae_Ephydatia_muelleri
OG0002313	Monosiga_brevicollisXP_001750778.1 XP_001750778.1 uncharacterized protein MONBRDRAFT_12859 [Monosiga brevicollis MX1]																															
OG0002314	Monosiga_brevicollisXP_001749805.1 XP_001749805.1 uncharacterized protein MONBRDRAFT_11892 [Monosiga brevicollis MX1]																															
OG0002315	Monosiga_brevicollisXP_001749640.1 XP_001749640.1 uncharacterized protein MONBRDRAFT_29153 [Monosiga brevicollis MX1]																															
OG0002316	Monosiga_brevicollisXP_001749003.1 XP_001749003.1 uncharacterized protein MONBRDRAFT_28536 [Monosiga brevicollis MX1]																															
OG0002317	Monosiga_brevicollisXP_001748696.1 XP_001748696.1 uncharacterized protein MONBRDRAFT_28190 [Monosiga brevicollis MX1]																															
OG0002318	Monosiga_brevicollisXP_001747944.1 XP_001747944.1 uncharacterized protein MONBRDRAFT_27416 [Monosiga brevicollis MX1]																															
OG0002319	Monosiga_brevicollisXP_001746983.1 XP_001746983.1 uncharacterized protein MONBRDRAFT_26505 [Monosiga brevicollis MX1]																															
OG0002320	Monosiga_brevicollisXP_001746680.1 XP_001746680.1 uncharacterized protein MONBRDRAFT_26159 [Monosiga brevicollis MX1]																															
OG0002321	Monosiga_brevicollisXP_001746607.1 XP_001746607.1 uncharacterized protein MONBRDRAFT_9016 [Monosiga brevicollis MX1]																															
OG0002322	Monosiga_brevicollisXP_001745648.1 XP_001745648.1 uncharacterized protein MONBRDRAFT_25150 [Monosiga brevicollis MX1]																															
OG0002323	Monosiga_brevicollisXP_001744945.1 XP_001744945.1 uncharacterized protein MONBRDRAFT_16581 [Monosiga brevicollis MX1]																															
OG0002324	Monosiga_brevicollisXP_001744718.1 XP_001744718.1 uncharacterized protein MONBRDRAFT_1925_ partial [Monosiga brevicollis MX1]																															
OG0002325	Monosiga_brevicollisXP_001742913.1 XP_001742913.1 uncharacterized protein MONBRDRAFT_22621 [Monosiga brevicollis MX1]																															
OG0002326	Monosiga_brevicollisXP_001742735.1 XP_001742735.1 uncharacterized protein MONBRDRAFT_898_ partial [Monosiga brevicollis MX1]																															
OG0002327	Monosiga_brevicollisXP_001742712.1 XP_001742712.1 uncharacterized protein MONBRDRAFT_13941_ partial [Monosiga brevicollis MX1]																															
OG0002328		Salpingoeca_rosetta_XP_004993546.1 XP_004993546.1 uncharacterized protein PTSG_12347 [Salpingoeca rosetta]																														
OG0002329		Salpingoeca_rosetta_XP_004992797.1 XP_004992797.1 uncharacterized protein PTSG_05904 [Salpingoeca rosetta]																														
OG0002330		Salpingoeca_rosetta_XP_004992443.1 XP_004992443.1 uncharacterized protein PTSG_07031 [Salpingoeca rosetta]																														
OG0002331		Salpingoeca_rosetta_XP_004991787.1 XP_004991787.1 uncharacterized protein PTSG_12665 [Salpingoeca rosetta]																														
OG0002332		Salpingoeca_rosetta_XP_004991656.1 XP_004991656.1 uncharacterized protein PTSG_12645 [Salpingoeca rosetta]																														
OG0002333		Salpingoeca_rosetta_XP_004991198.1 XP_004991198.1 collagen triple helix [Salpingoeca rosetta]																														
OG0002334		Salpingoeca_rosetta_XP_004991196.1 XP_004991196.1 collagen type III alpha 1 [Salpingoeca rosetta]																														
OG0002335		Salpingoeca_rosetta_XP_004991191.1 XP_004991191.1 collagen triple helix repeat protein [Salpingoeca rosetta]																														
OG0002336		Salpingoeca_rosetta_XP_004991083.1 XP_004991083.1 uncharacterized protein PTSG_08062 [Salpingoeca rosetta]																														
OG0002337		Salpingoeca_rosetta_XP_004990963.1 XP_004990963.1 uncharacterized protein PTSG_07459 [Salpingoeca rosetta]																														
OG0002338		Salpingoeca_rosetta_XP_004990644.1 XP_004990644.1 uncharacterized protein PTSG_08394 [Salpingoeca rosetta]																														
OG0002339		Salpingoeca_rosetta_XP_004990583.1 XP_004990583.1 uncharacterized protein PTSG_08331 [Salpingoeca rosetta]																														
OG0002340		Salpingoeca_rosetta_XP_004990318.1 XP_004990318.1 uncharacterized protein PTSG_08527 [Salpingoeca rosetta]																														
OG0002341		Salpingoeca_rosetta_XP_004989147.1 XP_004989147.1 uncharacterized protein PTSG_09788 [Salpingoeca rosetta]																														
OG0002342		Salpingoeca_rosetta_XP_004988892.1 XP_004988892.1 uncharacterized protein PTSG_13060 [Salpingoeca rosetta]																														
OG0002343			Branchiostoma_belcheri_tr_A0A6P4YFN7_A0A6P4YFN7_BRABE tr|A0A6P4YFN7|A0A6P4YFN7_BRABE Fibropellin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467292 PE=4 SV=1																													
OG0002344			Branchiostoma_belcheri_tr_A0A6P4YW97_A0A6P4YW97_BRABE tr|A0A6P4YW97|A0A6P4YW97_BRABE Uncharacterized protein LOC109469067 OS=Branchiostoma belcheri OX=7741 GN=LOC109469067 PE=3 SV=1																													
OG0002345			Branchiostoma_belcheri_tr_A0A6P4ZRW6_A0A6P4ZRW6_BRABE tr|A0A6P4ZRW6|A0A6P4ZRW6_BRABE Uncharacterized protein LOC109479309 OS=Branchiostoma belcheri OX=7741 GN=LOC109479309 PE=4 SV=1																													
OG0002346			Branchiostoma_belcheri_tr_A0A6P4ZVT5_A0A6P4ZVT5_BRABE tr|A0A6P4ZVT5|A0A6P4ZVT5_BRABE Mucin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109486056 PE=4 SV=1																													
OG0002347			Branchiostoma_belcheri_tr_A0A6P5ASM8_A0A6P5ASM8_BRABE tr|A0A6P5ASM8|A0A6P5ASM8_BRABE LOW QUALITY PROTEIN_ uncharacterized protein LOC109486667 OS=Branchiostoma belcheri OX=7741 GN=LOC109486667 PE=4 SV=1																													
OG0002348			Branchiostoma_belcheri_tr_A0A6P4XJN6_A0A6P4XJN6_BRABE tr|A0A6P4XJN6|A0A6P4XJN6_BRABE Collagen alpha-5_IV_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464251 PE=4 SV=1																													
OG0002349			Branchiostoma_belcheri_tr_A0A6P4XMH1_A0A6P4XMH1_BRABE tr|A0A6P4XMH1|A0A6P4XMH1_BRABE Carboxypeptidase N subunit 2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465125 PE=4 SV=1																													
OG0002350			Branchiostoma_belcheri_tr_A0A6P4XNH0_A0A6P4XNH0_BRABE tr|A0A6P4XNH0|A0A6P4XNH0_BRABE Retinitis pigmentosa 1-like 1 protein OS=Branchiostoma belcheri OX=7741 GN=LOC109461673 PE=4 SV=1																													
OG0002351			Branchiostoma_belcheri_tr_A0A6P4XP75_A0A6P4XP75_BRABE tr|A0A6P4XP75|A0A6P4XP75_BRABE P-selectin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109461836 PE=4 SV=1																													
OG0002352			Branchiostoma_belcheri_tr_A0A6P4XQI3_A0A6P4XQI3_BRABE tr|A0A6P4XQI3|A0A6P4XQI3_BRABE Mucin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109465862 PE=4 SV=1																													
OG0002353			Branchiostoma_belcheri_tr_A0A6P4XRN3_A0A6P4XRN3_BRABE tr|A0A6P4XRN3|A0A6P4XRN3_BRABE IgGFc-binding protein-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462621 PE=4 SV=1																													
OG0002354			Branchiostoma_belcheri_tr_A0A6P4XVQ8_A0A6P4XVQ8_BRABE tr|A0A6P4XVQ8|A0A6P4XVQ8_BRABE Uncharacterized protein LOC109463768 OS=Branchiostoma belcheri OX=7741 GN=LOC109463768 PE=4 SV=1																													
OG0002355			Branchiostoma_belcheri_tr_A0A6P4XX02_A0A6P4XX02_BRABE tr|A0A6P4XX02|A0A6P4XX02_BRABE Protein eyes shut-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467582 PE=4 SV=1																													
OG0002356			Branchiostoma_belcheri_tr_A0A6P4XY15_A0A6P4XY15_BRABE tr|A0A6P4XY15|A0A6P4XY15_BRABE Collagen alpha-6_IV_ chain-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464464 PE=4 SV=1																													
OG0002357			Branchiostoma_belcheri_tr_A0A6P4XY62_A0A6P4XY62_BRABE tr|A0A6P4XY62|A0A6P4XY62_BRABE Techylectin-5A-like OS=Branchiostoma belcheri OX=7741 GN=LOC109464498 PE=4 SV=1																													
OG0002358			Branchiostoma_belcheri_tr_A0A6P4XYM2_A0A6P4XYM2_BRABE tr|A0A6P4XYM2|A0A6P4XYM2_BRABE Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 2 OS=Branchiostoma belcheri OX=7741 GN=LOC109467992 PE=4 SV=1																													
OG0002359			Branchiostoma_belcheri_tr_A0A6P4XZM8_A0A6P4XZM8_BRABE tr|A0A6P4XZM8|A0A6P4XZM8_BRABE Fibropellin-1-like OS=Branchiostoma belcheri OX=7741 GN=LOC109468275 PE=4 SV=1																													
OG0002360			Branchiostoma_belcheri_tr_A0A6P4Y5M2_A0A6P4Y5M2_BRABE tr|A0A6P4Y5M2|A0A6P4Y5M2_BRABE Leucine-rich repeat-containing protein 40-like OS=Branchiostoma belcheri OX=7741 GN=LOC109461963 PE=4 SV=1																													
OG0002361			Branchiostoma_belcheri_tr_A0A6P4Y626_A0A6P4Y626_BRABE tr|A0A6P4Y626|A0A6P4Y626_BRABE Usherin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109470127 PE=4 SV=1																													
OG0002362			Branchiostoma_belcheri_tr_A0A6P4Y7L2_A0A6P4Y7L2_BRABE tr|A0A6P4Y7L2|A0A6P4Y7L2_BRABE Uncharacterized protein LOC109462620 OS=Branchiostoma belcheri OX=7741 GN=LOC109462620 PE=4 SV=1																													
OG0002363			Branchiostoma_belcheri_tr_A0A6P4Y8C4_A0A6P4Y8C4_BRABE tr|A0A6P4Y8C4|A0A6P4Y8C4_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109467191 PE=4 SV=1																													
OG0002364			Branchiostoma_belcheri_tr_A0A6P4YB18_A0A6P4YB18_BRABE tr|A0A6P4YB18|A0A6P4YB18_BRABE Uncharacterized protein LOC109463582 OS=Branchiostoma belcheri OX=7741 GN=LOC109463582 PE=4 SV=1																													
OG0002365			Branchiostoma_belcheri_tr_A0A6P4YBU0_A0A6P4YBU0_BRABE tr|A0A6P4YBU0|A0A6P4YBU0_BRABE Leucine-rich repeat-containing protein 15-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466422 PE=4 SV=1																													
OG0002366			Branchiostoma_belcheri_tr_A0A6P4YC06_A0A6P4YC06_BRABE tr|A0A6P4YC06|A0A6P4YC06_BRABE P-selectin-like OS=Branchiostoma belcheri OX=7741 GN=LOC109462302 PE=4 SV=1																													
OG0002367			Branchiostoma_belcheri_tr_A0A6P4YC74_A0A6P4YC74_BRABE tr|A0A6P4YC74|A0A6P4YC74_BRABE Mucin-2-like OS=Branchiostoma belcheri OX=7741 GN=LOC109466510 PE=4 SV=1																													
OG0002368			Branchiostoma_belcheri_tr_A0A6P4YDF7_A0A6P4YDF7_BRABE tr|A0A6P4YDF7|A0A6P4YDF7_BRABE Uncharacterized protein LOC109472060 OS=Branchiostoma belcheri OX=7741 GN=LOC109472060 PE=4 SV=1																													
OG0002369			Branchiostoma_belcheri_tr_A0A6P4YEW4_A0A6P4YEW4_BRABE tr|A0A6P4YEW4|A0A6P4YEW4_BRABE Seizure protein 6-like OS=Branchiostoma belcheri OX=7741 GN=LOC109472422 PE=4 SV=1																													
OG0002370			Branchiostoma_belcheri_tr_A0A6P4YFL5_A0A6P4YFL5_BRABE tr|A0A6P4YFL5|A0A6P4YFL5_BRABE Kielin/chordin-like protein OS=Branchiostoma belcheri OX=7741 GN=LOC109467272 PE=4 SV=1																													
